space;space;space;make;model;title;condition;transmission_type;car_body_type;exterior_color;price_contains_vat;currency;fuel_type;first_registration_month_year;mileage;price;doors;seats;engine_displacement;power_hp;space;space;space;inspection_valid_until_month_year;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;additional_vehicle_info;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;space;interior_color
;;;;;;;;;;;;;mm.yyyy;;;;;;;;;;mm.yyyy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
